-28.34113354952831, -2652.248475609756
-27.831154712769546, -2430.368031358885
-27.994545990566046, -2290.507494918699
-27.37068838443397, -2499.587144308943
-27.128077093160385, -2652.248475609756
-26.62304950724394, -2830.827465640729
-26.45470697860513, -2937.658790650407
-25.335724288241245, -3074.2006024970965
-24.571031102594347, -3186.9318823396566
-24.064243071933966, -3317.3208841463415
-23.662201503537744, -3422.1925813008133
-23.28095518867925, -3823.7582571138214
-22.865050117924532, -3959.8259654471544
-22.31051002358491, -3933.2761686991867
-22.171875000000007, -4089.2562245934955
-21.963922464622648, -4248.555005081302
-21.617334905660385, -4396.791370257453
-21.270747346698123, -4537.284044715447
-21.028136055424532, -4683.307926829268
-20.641938489723728, -4862.519054878048
-20.26564342570755, -4650.12068089431
-19.808147847877365, -4420.46493902439
-19.884397110849065, -4301.654598577235
-19.125755454009436, -4554.983909214092
-18.60202314268868, -4391.260162601626
-18.116800560141513, -4290.491615853658
-17.5622604658019, -4462.944613821139
-17.019273290094347, -4614.720951897019
-17.0423791273585, -4713.176448170732
-16.237525795990578, -4496.721855239386
-16.106592718160385, -4411.172510162602
-15.492637613712944, -4718.391586817654
-14.387518425707555, -4870.483993902439
-13.5616497852089, -4807.5230473286865
-12.945714180424545, -4692.600355691056
-12.238675560141516, -4647.465701219513
-11.346790241745282, -4635.73954098916
-10.942438089622655, -4414.491234756097
-10.803803066037744, -4225.323932926829
-10.31164873231134, -4000.9781504065045
-10.24431172085579, -3867.8498838559813
-10.422556751179258, -3740.790142276423
-9.521429097877359, -3883.1265526196926
-9.140182783018872, -3724.196519308943
-9.105524027122655, -634.4639227642274
-9.105524027122655, -840.2248475609754
-9.105524027122655, -1045.9857723577234
-9.105524027122655, -1245.1092479674794
-9.105524027122655, -1457.5076219512193
-9.105524027122655, -1656.6310975609754
-9.105524027122655, -1862.3920223577234
-9.105524027122655, -2068.1529471544713
-9.105524027122655, -2267.2764227642274
-9.105524027122655, -2479.6747967479673
-9.105524027122655, -2678.798272357724
-9.105524027122655, -2884.5591971544713
-9.105524027122655, -3090.32012195122
-9.105524027122655, -3289.4435975609754
-9.105524027122655, -3501.8419715447158
-8.874465654481142, -448.61534552845524
-8.382641404144223, -178.37634291521476
-7.6399537777965065, -129.0695775261322
-6.6655476120283055, -115.41539634146329
-5.9515772405660385, -90.19308943089413
-54.90566037735849, -5386.1788617886195
-57.028301886792455, -5203.252032520326
-59.15094339622642, -5264.227642276424
-59.575471698113205, -5142.276422764227
-51.721698113207545, -5345.528455284553
-51.509433962264154, -5345.528455284553
-51.29716981132076, -5386.1788617886195
-50.87264150943396, -5447.154471544716
-50.66037735849057, -5447.154471544716
-50.341981132075475, -5447.154471544716
-49.91745283018868, -5426.829268292684
-49.38679245283019, -5406.50406504065
-49.38679245283019, -5467.479674796748
-49.068396226415096, -5386.1788617886195
-48.75, -5243.90243902439
-5.4481132075471805, -60.97560975609781
-4.811320754716988, -60.97560975609781
