D,Time,dT
9.890167984051219,1958-02-11 06:49:29.075466,67769.0754658247
9.918356027315722,1958-02-11 06:59:34.225108,68374.2251078401
10.047906307551711,1958-02-11 06:57:33.195179,68253.19517943703
10.066671022399301,1958-02-11 07:03:36.284965,68616.28496464626
9.992595466843746,1958-02-11 07:03:36.284965,68616.28496464626
9.890905461927325,1958-02-11 07:07:38.344821,68858.34482145243
10.002100737246893,1958-02-11 07:09:39.374750,68979.37474985547
10.066998790344238,1958-02-11 07:11:40.404678,69100.40467825855
10.131978785427817,1958-02-11 07:15:42.464535,69342.46453506472
10.169016563205595,1958-02-11 07:15:42.464535,69342.46453506472
10.270214916204612,1958-02-11 06:59:34.225108,68374.2251078401
10.252843215122999,1958-02-11 07:27:48.644105,70068.64410548317
9.919830983067934,1958-02-11 07:35:52.763819,70552.76381909549
9.817977094179046,1958-02-11 07:35:52.763819,70552.76381909549
9.844608239705103,1958-02-11 07:07:38.344821,68858.34482145243
9.733331022399302,1958-02-11 07:03:36.284965,68616.28496464626
9.790362644818181,1958-02-11 07:39:54.823676,70794.82367590166
9.817075732330471,1958-02-11 07:13:41.434607,69221.43460666164
9.975797359665773,1958-02-11 07:45:57.913461,71157.91346111085
10.040695412763117,1958-02-11 07:47:58.943390,71278.94338951395
9.727922851307856,1958-02-11 08:38:24.691600,74304.69159959088
9.681461745113166,1958-02-11 08:34:22.631743,74062.63174278472
9.968094812959773,1958-02-11 08:24:17.482101,73457.48210076934
10.181225919154464,1958-02-11 08:28:19.541958,73699.5419575755
10.014801745113166,1958-02-11 08:34:22.631743,74062.63174278472
9.774138131543845,1958-02-11 08:36:23.661671,74183.6616711878
9.996692566155447,1958-02-11 08:44:27.781385,74667.78138480011
9.922617010599891,1958-02-11 08:44:27.781385,74667.78138480011
9.811585619252792,1958-02-11 08:46:28.811313,74788.81131320322
9.765370339016805,1958-02-11 08:48:29.841242,74909.84124160626
9.709813672350137,1958-02-11 08:48:29.841242,74909.84124160626
9.673103662517295,1958-02-11 08:56:33.960955,75393.96095521859
9.70088199585063,1958-02-11 08:56:33.960955,75393.96095521859
9.571249773628407,1958-02-11 08:56:33.960955,75393.96095521859
9.636229768711987,1958-02-11 09:00:36.020812,75636.02081202474
9.682690874906676,1958-02-11 09:04:38.080669,75878.08066883087
9.515938932920442,1958-02-11 09:02:37.050740,75757.0507404278
