 Format                 IAGA-2002                                    |
 Source of Data         Geological Survey of Canada (GSC)            |
 Station Name           St Johns                                     |
 IAGA CODE              STJ                                          |
 Geodetic Latitude      47.595                                       |
 Geodetic Longitude     307.323                                      |
 Elevation              100                                          |
 Reported               XYZF                                         |
 Sensor Orientation     XYZF                                         |
 Digital Sampling       1.0 seconds                                  |
 Data Interval Type     Average 1-Minute (00:30-01:29)               |
 Data Type              Definitive                                   |
 #                                                                   |
 # CONDITIONS OF USE: The use of this data in publications           |
 # is conditional on an acknowledgement of the form:                 |
 # The results presented in this paper rely on the data collected at |
 # St Johns.  We thank the Geological Survey of Canada for           |
 # supporting its operation.                                         |
 #                                                                   |
DATE       TIME         DOY     STJX      STJY      STJZ      STJF   | 
1989-03-13 02:33:00.000 072     17229.00  -7456.00  49303.00  52757.80
1989-03-13 02:34:00.000 072     17224.00  -7455.00  49296.00  52749.50
1989-03-13 02:35:00.000 072     17218.00  -7454.00  49290.00  52740.10
1989-03-13 02:36:00.000 072     17212.00  -7453.00  49288.00  52736.50
1989-03-13 02:37:00.000 072     17209.00  -7450.00  49288.00  52735.40
1989-03-13 02:38:00.000 072     17207.00  -7448.00  49288.00  52734.50
1989-03-13 02:39:00.000 072     17207.00  -7444.00  49285.00  52732.00
1989-03-13 02:40:00.000 072     17207.00  -7440.00  49283.00  52729.30
1989-03-13 02:41:00.000 072     17206.00  -7437.00  49281.00  52726.30
1989-03-13 02:42:00.000 072     17206.00  -7434.00  49280.00  52725.60
1989-03-13 02:43:00.000 072     17206.00  -7433.00  49280.00  52724.50
1989-03-13 02:44:00.000 072     17206.00  -7432.00  49282.00  52726.80
1989-03-13 02:45:00.000 072     17205.00  -7432.00  49280.00  52724.70
1989-03-13 02:46:00.000 072     17202.00  -7431.00  49277.00  52721.30
1989-03-13 02:47:00.000 072     17199.00  -7431.00  49276.00  52719.30
1989-03-13 02:48:00.000 072     17196.00  -7430.00  49273.00  52715.50
1989-03-13 02:49:00.000 072     17190.00  -7430.00  49268.00  52707.70
1989-03-13 02:50:00.000 072     17183.00  -7431.00  49266.00  52705.10
1989-03-13 02:51:00.000 072     17174.00  -7433.00  49263.00  52699.40
1989-03-13 02:52:00.000 072     17166.00  -7434.00  49259.00  52692.20
1989-03-13 02:53:00.000 072     17157.00  -7435.00  49259.00  52689.40
1989-03-13 02:54:00.000 072     17152.00  -7437.00  49260.00  52689.00
1989-03-13 02:55:00.000 072     17147.00  -7436.00  49261.00  52688.20
1989-03-13 02:56:00.000 072     17140.00  -7434.00  49262.00  52686.30
1989-03-13 02:57:00.000 072     17130.00  -7429.00  49256.00  52677.00
1989-03-13 02:58:00.000 072     17128.00  -7427.00  49259.00  52679.50
1989-03-13 02:59:00.000 072     17128.00  -7426.00  49262.00  52681.50
1989-03-13 03:00:00.000 072     17128.00  -7422.00  49264.00  52682.90
1989-03-13 03:01:00.000 072     17130.00  -7420.00  49271.00  52690.60
1989-03-13 03:02:00.000 072     17129.00  -7416.00  49275.00  52693.50
1989-03-13 03:03:00.000 072     17133.00  -7412.00  49278.00  52697.00
1989-03-13 03:04:00.000 072     17134.00  -7408.00  49274.00  52692.10
1989-03-13 03:05:00.000 072     17132.00  -7403.00  49266.00  52682.90
1989-03-13 03:06:00.000 072     17130.00  -7399.00  49257.00  52675.30
1989-03-13 03:07:00.000 072     17129.00  -7398.00  49257.00  52673.20
1989-03-13 03:08:00.000 072     17129.00  -7397.00  49256.00  52672.40
