Date_UTC,Extent,IAGA,GEOLON,GEOLAT,MLT,MCOLAT,IGRF_DECL,SZA,dbn_nez,dbe_nez,dbz_nez,dbn_geo,dbe_geo,dbz_geo
2024-05-10T00:03:00,60,CTA,146.30,-20.10,10.18,118.92,1.68,49.17,8.8,-6.9,3.3,-8.8,6.9,3.3
2024-05-10T00:03:00,60,GUA,144.87,13.59,9.89,84.36,1.66,32.46,34.8,17.7,-12.7,-34.8,-17.7,-12.7
2024-05-10T00:03:00,60,KAK,140.18,36.23,9.63,60.88,1.21,38.39,19.9,24.7,-6.6,19.9,24.7,-6.6
2024-05-10T00:04:00,60,CNB,150.70,-34.10,10.71,133.54,1.73,58.00,-3.6,-7.8,3.8,7.8,-3.6,3.8
2024-05-10T00:04:00,60,CTA,146.30,-20.10,10.20,118.92,1.69,49.01,8.5,-6.9,3.3,-8.5,6.9,3.3
2024-05-10T00:04:00,60,GUA,144.87,13.59,9.91,84.36,1.68,32.22,34.4,17.8,-12.7,-34.4,-17.8,-12.7
2024-05-10T00:04:00,60,KAK,140.18,36.23,9.64,60.88,1.22,38.20,19.8,24.6,-6.6,19.8,24.6,-6.6
2024-05-10T00:05:00,60,CNB,150.70,-34.10,10.72,133.54,1.75,57.89,-3.7,-8.0,3.8,8.0,-3.7,3.8
2024-05-10T00:05:00,60,CTA,146.30,-20.10,10.22,118.92,1.70,48.86,8.4,-6.9,3.4,-8.4,6.9,3.4
2024-05-10T00:05:00,60,GUA,144.87,13.59,9.92,84.36,1.69,31.99,34.6,18.1,-12.8,-34.6,-18.1,-12.8
2024-05-10T00:05:00,60,KAK,140.18,36.23,9.66,60.88,1.23,38.01,19.6,24.6,-6.4,19.6,24.6,-6.4
2024-05-10T00:06:00,60,CNB,150.70,-34.10,10.74,133.54,1.76,57.79,-3.5,-7.9,3.8,7.9,-3.5,3.8
2024-05-10T00:06:00,60,CTA,146.30,-20.10,10.23,118.92,1.72,48.70,8.5,-6.7,3.4,-8.5,6.7,3.4
2024-05-10T00:06:00,60,GUA,144.87,13.59,9.94,84.36,1.70,31.75,34.4,18.2,-12.9,-34.4,-18.2,-12.9
2024-05-10T00:06:00,60,KAK,140.18,36.23,9.68,60.88,1.23,37.82,19.5,24.7,-6.5,19.5,24.7,-6.5
2024-05-10T00:07:00,60,CNB,150.70,-34.10,10.76,133.54,1.78,57.68,-4.1,-7.7,3.7,7.7,-4.1,3.7
2024-05-10T00:07:00,60,CTA,146.30,-20.10,10.25,118.92,1.73,48.55,8.0,-6.5,3.4,-8.0,6.5,3.4
2024-05-10T00:07:00,60,GUA,144.87,13.59,9.96,84.36,1.71,31.51,33.8,18.3,-12.8,-33.8,-18.3,-12.8
2024-05-10T00:07:00,60,KAK,140.18,36.23,9.69,60.88,1.24,37.63,19.2,24.6,-6.7,19.2,24.6,-6.7
2024-05-10T00:08:00,60,CNB,150.70,-34.10,10.77,133.54,1.80,57.58,-4.7,-7.4,3.5,7.4,-4.7,3.5
2024-05-10T00:08:00,60,CTA,146.30,-20.10,10.26,118.92,1.75,48.40,7.7,-6.2,3.4,-7.7,6.2,3.4
2024-05-10T00:08:00,60,GUA,144.87,13.59,9.97,84.36,1.73,31.27,33.2,18.4,-12.7,-33.2,-18.4,-12.7
2024-05-10T00:08:00,60,KAK,140.18,36.23,9.71,60.88,1.25,37.44,18.7,24.2,-6.7,18.7,24.2,-6.7
2024-05-10T00:09:00,60,CNB,150.70,-34.10,10.79,133.54,1.81,57.47,-5.0,-7.1,3.4,7.1,-5.0,3.4
2024-05-10T00:09:00,60,CTA,146.30,-20.10,10.28,118.92,1.76,48.24,7.3,-5.9,3.4,-7.3,5.9,3.4
2024-05-10T00:09:00,60,GUA,144.87,13.59,9.99,84.36,1.74,31.03,32.7,18.5,-12.7,-32.7,-18.5,-12.7
2024-05-10T00:09:00,60,KAK,140.18,36.23,9.72,60.88,1.26,37.25,18.3,24.0,-6.9,18.3,24.0,-6.9
2024-05-10T00:10:00,60,CNB,150.70,-34.10,10.80,133.54,1.83,57.37,-5.2,-7.0,3.3,7.0,-5.2,3.3
2024-05-10T00:10:00,60,CTA,146.30,-20.10,10.29,118.92,1.78,48.09,7.1,-5.8,3.5,-7.1,5.8,3.5
2024-05-10T00:10:00,60,GUA,144.87,13.59,10.00,84.36,1.75,30.80,32.4,18.6,-12.8,-32.4,-18.6,-12.8
2024-05-10T00:10:00,60,KAK,140.18,36.23,9.74,60.88,1.27,37.06,18.0,24.0,-7.1,18.0,24.0,-7.1
2024-05-10T00:11:00,60,CNB,150.70,-34.10,10.82,133.54,1.85,57.27,-5.0,-6.7,3.2,6.7,-5.0,3.2
2024-05-10T00:11:00,60,CTA,146.30,-20.10,10.31,118.92,1.79,47.94,7.1,-5.3,3.5,-7.1,5.3,3.5
2024-05-10T00:11:00,60,GUA,144.87,13.59,10.02,84.36,1.77,30.56,32.1,18.8,-12.9,-32.1,-18.8,-12.9
2024-05-10T00:11:00,60,KAK,140.18,36.23,9.76,60.88,1.28,36.87,18.0,24.0,-7.1,18.0,24.0,-7.1
2024-05-10T00:12:00,60,CNB,150.70,-34.10,10.84,133.54,1.87,57.17,-5.0,-6.5,3.1,6.5,-5.0,3.1
2024-05-10T00:12:00,60,CTA,146.30,-20.10,10.33,118.92,1.80,47.79,7.3,-5.0,3.5,-7.3,5.0,3.5
2024-05-10T00:12:00,60,GUA,144.87,13.59,10.04,84.36,1.78,30.32,32.3,19.0,-13.1,-32.3,-19.0,-13.1
2024-05-10T00:12:00,60,KAK,140.18,36.23,9.77,60.88,1.29,36.68,17.9,24.0,-7.1,17.9,24.0,-7.1
2024-05-10T00:13:00,60,CNB,150.70,-34.10,10.85,133.54,1.89,57.07,-5.5,-7.2,3.1,7.2,-5.5,3.1
2024-05-10T00:13:00,60,CTA,146.30,-20.10,10.34,118.92,1.82,47.64,7.0,-5.3,3.5,-7.0,5.3,3.5
2024-05-10T00:13:00,60,GUA,144.87,13.59,10.05,84.36,1.80,30.08,32.7,19.0,-13.4,-32.7,-19.0,-13.4
2024-05-10T00:13:00,60,KAK,140.18,36.23,9.79,60.88,1.30,36.49,17.9,24.3,-7.1,17.9,24.3,-7.1
2024-05-10T00:14:00,60,CNB,150.70,-34.10,10.87,133.54,1.90,56.97,-5.8,-7.5,3.2,7.5,-5.8,3.2
2024-05-10T00:14:00,60,CTA,146.30,-20.10,10.36,118.92,1.84,47.49,6.8,-5.4,3.6,-6.8,5.4,3.6
2024-05-10T00:14:00,60,GUA,144.87,13.59,10.07,84.36,1.81,29.84,32.6,19.1,-13.5,-32.6,-19.1,-13.5
2024-05-10T00:14:00,60,KAK,140.18,36.23,9.80,60.88,1.30,36.30,17.9,24.2,-6.9,17.9,24.2,-6.9
2024-05-10T00:15:00,60,CNB,150.70,-34.10,10.88,133.54,1.92,56.87,-6.0,-7.5,3.2,7.5,-6.0,3.2
2024-05-10T00:15:00,60,CTA,146.30,-20.10,10.37,118.92,1.85,47.34,6.7,-5.4,3.7,-6.7,5.4,3.7
2024-05-10T00:15:00,60,GUA,144.87,13.59,10.08,84.36,1.83,29.61,32.5,19.1,-13.6,-32.5,-19.1,-13.6
2024-05-10T00:15:00,60,KAK,140.18,36.23,9.82,60.88,1.31,36.11,17.8,24.2,-6.8,17.8,24.2,-6.8
2024-05-10T00:16:00,60,CNB,150.70,-34.10,10.90,133.54,1.94,56.77,-6.1,-7.3,3.2,7.3,-6.1,3.2
2024-05-10T00:16:00,60,CTA,146.30,-20.10,10.39,118.92,1.87,47.20,6.7,-5.1,3.7,-6.7,5.1,3.7
2024-05-10T00:16:00,60,GUA,144.87,13.59,10.10,84.36,1.84,29.37,31.8,18.7,-13.3,-31.8,-18.7,-13.3
2024-05-10T00:16:00,60,KAK,140.18,36.23,9.84,60.88,1.32,35.93,17.7,23.9,-6.7,17.7,23.9,-6.7
2024-05-10T00:17:00,60,CNB,150.70,-34.10,10.91,133.54,1.96,56.68,-6.2,-7.3,3.1,7.3,-6.2,3.1
2024-05-10T00:17:00,60,CTA,146.30,-20.10,10.41,118.92,1.88,47.05,6.6,-5.0,3.8,-6.6,5.0,3.8
2024-05-10T00:17:00,60,GUA,144.87,13.59,10.12,84.36,1.86,29.13,31.6,18.6,-13.3,-31.6,-18.6,-13.3
2024-05-10T00:17:00,60,KAK,140.18,36.23,9.85,60.88,1.33,35.74,17.5,23.8,-6.5,17.5,23.8,-6.5
2024-05-10T00:18:00,60,CNB,150.70,-34.10,10.93,133.54,1.98,56.58,-6.7,-7.3,3.1,7.3,-6.7,3.1
2024-05-10T00:18:00,60,CTA,146.30,-20.10,10.42,118.92,1.90,46.91,6.4,-5.0,3.9,-6.4,5.0,3.9
2024-05-10T00:18:00,60,GUA,144.87,13.59,10.13,84.36,1.87,28.89,31.6,18.6,-13.5,-31.6,-18.6,-13.5
2024-05-10T00:18:00,60,KAK,140.18,36.23,9.87,60.88,1.34,35.55,17.3,23.9,-6.7,17.3,23.9,-6.7
2024-05-10T00:19:00,60,CNB,150.70,-34.10,10.95,133.54,2.00,56.49,-6.6,-7.3,3.0,7.3,-6.6,3.0
2024-05-10T00:19:00,60,CTA,146.30,-20.10,10.44,118.92,1.92,46.76,6.6,-4.8,4.0,-6.6,4.8,4.0
2024-05-10T00:19:00,60,GUA,144.87,13.59,10.15,84.36,1.89,28.66,31.2,18.6,-13.5,-31.2,-18.6,-13.5
2024-05-10T00:19:00,60,KAK,140.18,36.23,9.88,60.88,1.35,35.37,17.1,23.8,-6.4,17.1,23.8,-6.4
2024-05-10T00:20:00,60,CNB,150.70,-34.10,10.96,133.54,2.03,56.39,-6.7,-7.3,3.0,7.3,-6.7,3.0
2024-05-10T00:20:00,60,CTA,146.30,-20.10,10.45,118.92,1.93,46.62,6.6,-4.6,4.0,-6.6,4.6,4.0
2024-05-10T00:20:00,60,GUA,144.87,13.59,10.16,84.36,1.90,28.42,31.0,18.6,-13.6,-31.0,-18.6,-13.6
2024-05-10T00:20:00,60,KAK,140.18,36.23,9.90,60.88,1.36,35.18,16.8,23.6,-6.9,16.8,23.6,-6.9
2024-05-10T00:21:00,60,CNB,150.70,-34.10,10.98,133.54,2.05,56.30,-6.7,-7.3,3.0,7.3,-6.7,3.0
2024-05-10T00:21:00,60,CTA,146.30,-20.10,10.47,118.92,1.95,46.47,6.6,-4.3,4.1,-6.6,4.3,4.1
2024-05-10T00:21:00,60,GUA,144.87,13.59,10.18,84.36,1.92,28.18,30.2,18.4,-13.4,-30.2,-18.4,-13.4
2024-05-10T00:21:00,60,KAK,140.18,36.23,9.92,60.88,1.37,34.99,16.7,23.1,-6.7,16.7,23.1,-6.7
2024-05-10T00:22:00,60,CNB,150.70,-34.10,10.99,133.54,2.07,56.21,-6.6,-7.0,2.9,7.0,-6.6,2.9
2024-05-10T00:22:00,60,CTA,146.30,-20.10,10.49,118.92,1.97,46.33,6.6,-4.0,4.2,-6.6,4.0,4.2
2024-05-10T00:22:00,60,GUA,144.87,13.59,10.19,84.36,1.94,27.94,29.9,18.2,-13.5,-29.9,-18.2,-13.5
2024-05-10T00:22:00,60,KAK,140.18,36.23,9.93,60.88,1.38,34.81,16.6,22.8,-6.8,16.6,22.8,-6.8
2024-05-10T00:23:00,60,CNB,150.70,-34.10,11.01,133.54,2.09,56.11,-6.3,-6.4,2.7,6.4,-6.3,2.7
2024-05-10T00:23:00,60,CTA,146.30,-20.10,10.50,118.92,1.99,46.19,6.8,-3.5,4.2,-6.8,3.5,4.2
2024-05-10T00:23:00,60,GUA,144.87,13.59,10.21,84.36,1.95,27.71,29.4,17.9,-13.4,-29.4,-17.9,-13.4
2024-05-10T00:23:00,60,KAK,140.18,36.23,9.95,60.88,1.39,34.62,16.4,22.4,-6.4,16.4,22.4,-6.4
2024-05-10T00:24:00,60,CNB,150.70,-34.10,11.03,133.54,2.12,56.02,-5.9,-5.8,2.6,5.8,-5.9,2.6
2024-05-10T00:24:00,60,CTA,146.30,-20.10,10.52,118.92,2.01,46.05,7.0,-3.0,4.3,-7.0,3.0,4.3
2024-05-10T00:24:00,60,GUA,144.87,13.59,10.23,84.36,1.97,27.47,29.5,17.9,-13.6,-29.5,-17.9,-13.6
2024-05-10T00:24:00,60,KAK,140.18,36.23,9.96,60.88,1.40,34.44,16.4,22.6,-6.3,16.4,22.6,-6.3
2024-05-10T00:25:00,60,CNB,150.70,-34.10,11.04,133.54,2.14,55.93,-5.9,-5.3,2.4,5.3,-5.9,2.4
2024-05-10T00:25:00,60,CTA,146.30,-20.10,10.53,118.92,2.03,45.91,7.1,-2.6,4.3,-7.1,2.6,4.3
2024-05-10T00:25:00,60,GUA,144.87,13.59,10.24,84.36,1.99,27.23,28.9,17.8,-13.6,-28.9,-17.8,-13.6
2024-05-10T00:25:00,60,KAK,140.18,36.23,9.98,60.88,1.41,34.25,16.3,22.4,-6.6,16.3,22.4,-6.6
2024-05-10T00:26:00,60,CNB,150.70,-34.10,11.06,133.54,2.17,55.84,-6.2,-5.1,2.3,5.1,-6.2,2.3
2024-05-10T00:26:00,60,CTA,146.30,-20.10,10.55,118.92,2.04,45.77,7.0,-2.3,4.3,-7.0,2.3,4.3
2024-05-10T00:26:00,60,GUA,144.87,13.59,10.26,84.36,2.01,26.99,28.4,17.6,-13.5,-28.4,-17.6,-13.5
2024-05-10T00:26:00,60,KAK,140.18,36.23,10.00,60.88,1.43,34.07,16.0,22.0,-6.5,16.0,22.0,-6.5
2024-05-10T00:27:00,60,CNB,150.70,-34.10,11.07,133.54,2.19,55.76,-6.2,-5.2,2.2,5.2,-6.2,2.2
2024-05-10T00:27:00,60,CTA,146.30,-20.10,10.57,118.92,2.06,45.63,7.0,-2.0,4.4,-7.0,2.0,4.4
2024-05-10T00:27:00,60,GUA,144.87,13.59,10.27,84.36,2.03,26.76,28.1,17.5,-13.6,-28.1,-17.5,-13.6
2024-05-10T00:27:00,60,KAK,140.18,36.23,10.01,60.88,1.44,33.88,15.9,22.0,-6.6,15.9,22.0,-6.6
2024-05-10T00:28:00,60,CNB,150.70,-34.10,11.09,133.54,2.22,55.67,-6.1,-4.9,2.2,4.9,-6.1,2.2
2024-05-10T00:28:00,60,CTA,146.30,-20.10,10.58,118.92,2.08,45.50,7.2,-1.8,4.4,-7.2,1.8,4.4
2024-05-10T00:28:00,60,GUA,144.87,13.59,10.29,84.36,2.04,26.52,28.0,17.3,-13.7,-28.0,-17.3,-13.7
2024-05-10T00:28:00,60,KAK,140.18,36.23,10.03,60.88,1.45,33.70,15.9,21.8,-6.3,15.9,21.8,-6.3
2024-05-10T00:29:00,60,CNB,150.70,-34.10,11.11,133.54,2.24,55.58,-6.3,-4.9,2.2,4.9,-6.3,2.2
2024-05-10T00:29:00,60,CTA,146.30,-20.10,10.60,118.92,2.10,45.36,7.2,-1.6,4.5,-7.2,1.6,4.5
2024-05-10T00:29:00,60,GUA,144.87,13.59,10.31,84.36,2.06,26.28,28.0,17.5,-13.9,-28.0,-17.5,-13.9
2024-05-10T00:29:00,60,KAK,140.18,36.23,10.04,60.88,1.46,33.52,15.6,22.1,-6.4,15.6,22.1,-6.4
2024-05-10T00:30:00,60,CNB,150.70,-34.10,11.12,133.54,2.27,55.50,-6.1,-4.3,2.0,4.3,-6.1,2.0
2024-05-10T00:30:00,60,CTA,146.30,-20.10,10.61,118.92,2.13,45.23,7.3,-0.8,4.5,-7.3,0.8,4.5
2024-05-10T00:30:00,60,GUA,144.87,13.59,10.32,84.36,2.08,26.05,27.6,17.5,-14.0,-27.6,-17.5,-14.0
2024-05-10T00:30:00,60,KAK,140.18,36.23,10.06,60.88,1.47,33.34,15.4,22.2,-6.4,15.4,22.2,-6.4
2024-05-10T00:31:00,60,CNB,150.70,-34.10,11.14,133.54,2.30,55.41,-6.3,-4.2,1.9,4.2,-6.3,1.9
2024-05-10T00:31:00,60,CTA,146.30,-20.10,10.63,118.92,2.15,45.09,7.3,-0.6,4.5,-7.3,0.6,4.5
2024-05-10T00:31:00,60,GUA,144.87,13.59,10.34,84.36,2.10,25.81,27.5,17.6,-14.1,-27.5,-17.6,-14.1
2024-05-10T00:31:00,60,KAK,140.18,36.23,10.07,60.88,1.48,33.15,15.2,22.4,-7.0,15.2,22.4,-7.0
2024-05-10T00:32:00,60,CNB,150.70,-34.10,11.15,133.54,2.32,55.33,-6.3,-4.0,1.8,4.0,-6.3,1.8
2024-05-10T00:32:00,60,CTA,146.30,-20.10,10.64,118.92,2.17,44.96,7.3,-0.3,4.5,-7.3,0.3,4.5
2024-05-10T00:32:00,60,GUA,144.87,13.59,10.35,84.36,2.12,25.57,27.1,17.6,-14.1,-27.1,-17.6,-14.1
2024-05-10T00:32:00,60,KAK,140.18,36.23,10.09,60.88,1.49,32.97,15.0,22.3,-6.6,15.0,22.3,-6.6
2024-05-10T00:33:00,60,CNB,150.70,-34.10,11.17,133.54,2.35,55.24,-6.2,-3.5,1.6,3.5,-6.2,1.6
2024-05-10T00:33:00,60,CTA,146.30,-20.10,10.66,118.92,2.19,44.83,7.4,0.2,4.6,-7.4,-0.2,4.6
2024-05-10T00:33:00,60,GUA,144.87,13.59,10.37,84.36,2.14,25.33,26.5,17.6,-14.1,-26.5,-17.6,-14.1
2024-05-10T00:33:00,60,KAK,140.18,36.23,10.11,60.88,1.51,32.79,14.8,22.3,-6.7,14.8,22.3,-6.7
2024-05-10T00:34:00,60,CNB,150.70,-34.10,11.18,133.54,2.38,55.16,-6.4,-3.1,1.6,3.1,-6.4,1.6
2024-05-10T00:34:00,60,CTA,146.30,-20.10,10.68,118.92,2.21,44.70,7.2,0.6,4.5,-7.2,-0.6,4.5
2024-05-10T00:34:00,60,GUA,144.87,13.59,10.39,84.36,2.16,25.10,25.9,17.7,-14.1,-25.9,-17.7,-14.1
2024-05-10T00:34:00,60,KAK,140.18,36.23,10.12,60.88,1.52,32.61,14.5,22.1,-6.8,14.5,22.1,-6.8
2024-05-10T00:35:00,60,CNB,150.70,-34.10,11.20,133.54,2.41,55.08,-5.9,-2.4,1.3,2.4,-5.9,1.3
2024-05-10T00:35:00,60,CTA,146.30,-20.10,10.69,118.92,2.24,44.57,7.6,1.3,4.5,-7.6,-1.3,4.5
2024-05-10T00:35:00,60,GUA,144.87,13.59,10.40,84.36,2.18,24.86,25.4,17.6,-14.0,-25.4,-17.6,-14.0
2024-05-10T00:35:00,60,KAK,140.18,36.23,10.14,60.88,1.53,32.43,14.6,21.9,-7.1,14.6,21.9,-7.1
2024-05-10T00:36:00,60,CNB,150.70,-34.10,11.22,133.54,2.44,55.00,-5.5,-2.1,1.2,2.1,-5.5,1.2
2024-05-10T00:36:00,60,CTA,146.30,-20.10,10.71,118.92,2.26,44.44,7.9,1.8,4.5,-7.9,-1.8,4.5
2024-05-10T00:36:00,60,GUA,144.87,13.59,10.42,84.36,2.21,24.62,25.6,17.9,-14.2,-25.6,-17.9,-14.2
2024-05-10T00:36:00,60,KAK,140.18,36.23,10.15,60.88,1.54,32.25,14.3,22.1,-6.7,14.3,22.1,-6.7
2024-05-10T00:37:00,60,CNB,150.70,-34.10,11.23,133.54,2.48,54.92,-5.2,-2.1,1.2,2.1,-5.2,1.2
2024-05-10T00:37:00,60,CTA,146.30,-20.10,10.72,118.92,2.28,44.31,8.2,2.0,4.4,-8.2,-2.0,4.4
2024-05-10T00:37:00,60,GUA,144.87,13.59,10.43,84.36,2.23,24.39,25.9,18.2,-14.4,-25.9,-18.2,-14.4
2024-05-10T00:37:00,60,KAK,140.18,36.23,10.17,60.88,1.56,32.07,14.5,22.3,-7.0,14.5,22.3,-7.0
2024-05-10T00:38:00,60,CNB,150.70,-34.10,11.25,133.54,2.51,54.84,-4.6,-2.1,1.4,2.1,-4.6,1.4
2024-05-10T00:38:00,60,CTA,146.30,-20.10,10.74,118.92,2.31,44.18,8.6,2.3,4.5,-8.6,-2.3,4.5
2024-05-10T00:38:00,60,GUA,144.87,13.59,10.45,84.36,2.25,24.15,27.2,18.3,-15.0,-27.2,-18.3,-15.0
2024-05-10T00:38:00,60,KAK,140.18,36.23,10.19,60.88,1.57,31.89,15.0,23.0,-6.5,15.0,23.0,-6.5
2024-05-10T00:39:00,60,CNB,150.70,-34.10,11.26,133.54,2.54,54.77,-4.2,-2.4,1.6,2.4,-4.2,1.6
2024-05-10T00:39:00,60,CTA,146.30,-20.10,10.76,118.92,2.33,44.05,9.3,2.2,4.5,-9.3,-2.2,4.5
2024-05-10T00:39:00,60,GUA,144.87,13.59,10.46,84.36,2.27,23.91,28.6,18.2,-15.5,-28.6,-18.2,-15.5
2024-05-10T00:39:00,60,KAK,140.18,36.23,10.20,60.88,1.58,31.71,15.9,23.4,-6.1,15.9,23.4,-6.1
2024-05-10T00:40:00,60,CNB,150.70,-34.10,11.28,133.54,2.58,54.69,-3.5,-3.1,2.0,3.1,-3.5,2.0
2024-05-10T00:40:00,60,CTA,146.30,-20.10,10.77,118.92,2.36,43.93,10.3,1.7,4.5,-10.3,-1.7,4.5
2024-05-10T00:40:00,60,GUA,144.87,13.59,10.48,84.36,2.30,23.68,31.0,18.4,-16.4,-31.0,-18.4,-16.4
2024-05-10T00:40:00,60,KAK,140.18,36.23,10.22,60.88,1.60,31.53,16.2,24.9,-6.2,16.2,24.9,-6.2
2024-05-10T00:41:00,60,CNB,150.70,-34.10,11.30,133.54,2.61,54.61,-3.8,-4.0,2.5,4.0,-3.8,2.5
2024-05-10T00:41:00,60,CTA,146.30,-20.10,10.79,118.92,2.38,43.81,10.7,1.2,4.6,-10.7,-1.2,4.6
2024-05-10T00:41:00,60,GUA,144.87,13.59,10.50,84.36,2.32,23.44,32.7,18.8,-17.1,-32.7,-18.8,-17.1
2024-05-10T00:41:00,60,KAK,140.18,36.23,10.23,60.88,1.61,31.36,15.6,26.3,-6.2,15.6,26.3,-6.2
2024-05-10T00:42:00,60,CNB,150.70,-34.10,11.31,133.54,2.65,54.54,-4.0,-4.5,2.7,4.5,-4.0,2.7
2024-05-10T00:42:00,60,CTA,146.30,-20.10,10.80,118.92,2.41,43.68,11.1,1.0,4.7,-11.1,-1.0,4.7
2024-05-10T00:42:00,60,GUA,144.87,13.59,10.51,84.36,2.35,23.20,33.0,19.0,-17.3,-33.0,-19.0,-17.3
2024-05-10T00:42:00,60,KAK,140.18,36.23,10.25,60.88,1.63,31.18,15.4,26.9,-7.1,15.4,26.9,-7.1
2024-05-10T00:43:00,60,CNB,150.70,-34.10,11.33,133.54,2.69,54.46,-4.3,-5.4,3.0,5.4,-4.3,3.0
2024-05-10T00:43:00,60,CTA,146.30,-20.10,10.82,118.92,2.44,43.56,11.0,0.4,4.9,-11.0,-0.4,4.9
2024-05-10T00:43:00,60,GUA,144.87,13.59,10.53,84.36,2.37,22.97,33.3,19.2,-17.4,-33.3,-19.2,-17.4
2024-05-10T00:43:00,60,KAK,140.18,36.23,10.26,60.88,1.64,31.00,15.1,27.1,-7.1,15.1,27.1,-7.1
2024-05-10T00:44:00,60,CNB,150.70,-34.10,11.34,133.54,2.72,54.39,-4.1,-5.1,3.1,5.1,-4.1,3.1
2024-05-10T00:44:00,60,CTA,146.30,-20.10,10.83,118.92,2.47,43.44,11.2,0.7,5.0,-11.2,-0.7,5.0
2024-05-10T00:44:00,60,GUA,144.87,13.59,10.54,84.36,2.40,22.73,33.4,19.7,-17.5,-33.4,-19.7,-17.5
2024-05-10T00:44:00,60,KAK,140.18,36.23,10.28,60.88,1.65,30.83,14.7,27.5,-7.4,14.7,27.5,-7.4
2024-05-10T00:45:00,60,CNB,150.70,-34.10,11.36,133.54,2.76,54.32,-4.1,-3.9,2.9,3.9,-4.1,2.9
2024-05-10T00:45:00,60,CTA,146.30,-20.10,10.85,118.92,2.49,43.32,11.1,1.6,5.1,-11.1,-1.6,5.1
2024-05-10T00:45:00,60,GUA,144.87,13.59,10.56,84.36,2.42,22.49,32.8,19.7,-17.3,-32.8,-19.7,-17.3
2024-05-10T00:45:00,60,KAK,140.18,36.23,10.30,60.88,1.67,30.65,14.3,27.4,-7.8,14.3,27.4,-7.8
2024-05-10T00:46:00,60,CNB,150.70,-34.10,11.37,133.54,2.80,54.25,-4.9,-3.9,2.8,3.9,-4.9,2.8
2024-05-10T00:46:00,60,CTA,146.30,-20.10,10.87,118.92,2.52,43.20,10.8,1.6,5.2,-10.8,-1.6,5.2
2024-05-10T00:46:00,60,GUA,144.87,13.59,10.57,84.36,2.45,22.26,32.5,19.6,-17.0,-32.5,-19.6,-17.0
2024-05-10T00:46:00,60,KAK,140.18,36.23,10.31,60.88,1.68,30.48,14.2,27.1,-8.1,14.2,27.1,-8.1
2024-05-10T00:47:00,60,CNB,150.70,-34.10,11.39,133.54,2.85,54.18,-5.0,-4.0,2.8,4.0,-5.0,2.8
2024-05-10T00:47:00,60,CTA,146.30,-20.10,10.88,118.92,2.55,43.08,10.8,1.8,5.3,-10.8,-1.8,5.3
2024-05-10T00:47:00,60,GUA,144.87,13.59,10.59,84.36,2.48,22.02,32.4,19.3,-17.0,-32.4,-19.3,-17.0
2024-05-10T00:47:00,60,KAK,140.18,36.23,10.33,60.88,1.70,30.30,14.2,27.0,-8.4,14.2,27.0,-8.4
2024-05-10T00:48:00,60,CNB,150.70,-34.10,11.41,133.54,2.89,54.11,-5.3,-4.1,2.7,4.1,-5.3,2.7
2024-05-10T00:48:00,60,CTA,146.30,-20.10,10.90,118.92,2.58,42.96,10.8,1.9,5.3,-10.8,-1.9,5.3
2024-05-10T00:48:00,60,GUA,144.87,13.59,10.61,84.36,2.50,21.79,32.1,19.2,-16.9,-32.1,-19.2,-16.9
2024-05-10T00:48:00,60,KAK,140.18,36.23,10.34,60.88,1.72,30.13,13.8,27.0,-8.5,13.8,27.0,-8.5
